customer_id,account_id,onboard_date,segment,status
250,2707,2024-11-16,Mid-Market,active
251,2191,2025-01-19,Mid-Market,active
252,3835,2024-10-08,Mid-Market,active
253,840,2023-03-24,SMB,active
254,1233,2024-01-20,SMB,active
255,744,2024-02-17,SMB,active
256,786,2024-07-18,SMB,active
257,2607,2025-03-08,SMB,active
258,1762,2025-01-14,SMB,churned
259,2323,2025-03-23,Mid-Market,churned
260,2861,2024-04-02,Mid-Market,active
261,926,2023-08-08,SMB,active
262,3637,2024-09-28,SMB,active
263,1587,2024-06-01,SMB,active
264,3830,2024-01-01,SMB,churned
265,453,2025-03-24,Mid-Market,active
266,2626,2023-09-23,SMB,active
267,3526,2023-06-16,Mid-Market,active
268,2195,2024-04-09,Mid-Market,active
269,3274,2025-04-11,Mid-Market,active
270,587,2025-03-21,Mid-Market,active
271,2626,2025-04-17,SMB,churned
272,223,2024-11-03,SMB,active
273,3436,2023-01-19,Mid-Market,active
274,1849,2025-03-17,Mid-Market,active
275,3792,2023-03-17,SMB,active
276,1816,2025-03-08,SMB,active
277,1750,2024-03-28,Enterprise,active
278,2991,2025-02-15,SMB,active
279,2100,2024-09-10,Enterprise,active
280,1719,2024-12-19,SMB,active
281,663,2023-11-25,SMB,churned
282,1156,2024-04-11,SMB,active
283,2054,2024-01-03,SMB,churned
284,2416,2023-11-19,SMB,active
285,11,2025-04-27,SMB,active
286,1151,2025-01-28,Mid-Market,churned
287,3237,2025-03-02,SMB,active
288,871,2025-01-26,Mid-Market,active
289,1591,2024-10-01,SMB,active
290,1743,2023-03-24,Mid-Market,active
291,984,2024-05-26,Mid-Market,active
292,1467,2025-03-15,SMB,churned
293,1213,2024-02-09,SMB,active
294,3620,2024-10-28,SMB,active
295,3971,2024-02-29,SMB,active
296,953,2024-03-27,Mid-Market,active
297,2047,2024-03-08,Mid-Market,active
298,2535,2023-11-08,Mid-Market,churned
299,326,2024-01-10,SMB,churned
300,1046,2024-07-31,SMB,churned
301,2370,2024-04-24,SMB,active
302,695,2024-08-01,SMB,churned
303,1233,2023-12-12,SMB,active
304,3249,2024-09-04,SMB,active
305,698,2024-12-10,SMB,active
306,1708,2024-04-21,SMB,churned
307,1589,2024-02-15,SMB,active
308,3779,2024-11-08,SMB,active
309,776,2024-02-14,SMB,active
310,3673,2025-03-31,SMB,active
311,956,2023-04-27,SMB,active
312,150,2023-11-18,SMB,active
313,2373,2025-03-03,SMB,active
314,3947,2024-07-14,SMB,churned
315,1316,2024-02-04,Enterprise,churned
316,594,2025-03-15,SMB,active
317,3265,2023-09-23,Enterprise,active
318,521,2025-04-02,Enterprise,active
319,1447,2023-03-06,SMB,active
320,2139,2025-03-28,Mid-Market,active
321,3482,2025-02-07,Enterprise,active
322,3089,2024-09-30,SMB,active
323,930,2025-02-27,Mid-Market,active
324,229,2023-12-13,Mid-Market,active
325,791,2023-12-10,SMB,churned
326,3752,2023-03-10,Mid-Market,active
327,3047,2024-11-04,SMB,active
328,1466,2025-04-07,SMB,active
329,2306,2023-06-13,SMB,active
330,3419,2025-01-24,SMB,active
331,3317,2023-04-28,SMB,churned
332,3526,2023-06-07,Mid-Market,active
333,2622,2025-04-10,SMB,active
334,2978,2023-12-27,SMB,active
335,815,2024-12-12,SMB,active
336,875,2025-02-03,SMB,churned
337,890,2025-01-16,SMB,churned
338,2017,2024-02-26,SMB,active
339,673,2023-05-20,SMB,active
340,3206,2024-03-17,Enterprise,active
341,1182,2023-04-16,SMB,active
342,3157,2023-03-10,SMB,active
343,3737,2024-02-06,SMB,active
344,3894,2024-03-05,Mid-Market,active
345,935,2025-03-28,Mid-Market,active
346,3695,2023-03-26,Enterprise,active
347,179,2025-02-09,SMB,churned
348,3077,2024-06-04,Mid-Market,active
349,2778,2024-06-06,Mid-Market,active
350,1985,2024-01-07,SMB,active
351,154,2025-02-01,SMB,active
352,3446,2024-04-13,SMB,churned
353,2495,2024-11-22,SMB,active
354,1102,2023-01-19,Enterprise,active
355,1789,2025-01-16,SMB,active
356,1294,2024-03-22,SMB,active
357,1392,2025-04-10,SMB,active
358,589,2023-04-01,SMB,churned
359,3304,2024-08-21,SMB,churned
360,2971,2023-03-13,SMB,active
361,466,2025-02-20,SMB,active
362,3961,2024-10-30,SMB,active
363,3470,2024-04-29,Enterprise,churned
364,3710,2023-02-14,SMB,active
365,2712,2024-09-17,SMB,active
366,2419,2024-01-28,SMB,active
367,807,2023-10-08,SMB,active
368,1288,2024-08-12,SMB,active
369,3243,2023-09-11,SMB,active
370,312,2023-07-13,Mid-Market,active
371,3903,2025-02-07,SMB,active
372,297,2024-04-27,SMB,churned
373,60,2024-10-03,SMB,active
374,3338,2023-10-16,SMB,active
375,1440,2024-02-04,SMB,churned
376,2614,2023-11-06,SMB,active
377,1501,2024-10-20,SMB,active
378,2820,2024-03-13,SMB,active
379,811,2023-06-14,Mid-Market,active
380,3931,2024-04-28,SMB,active
381,2832,2025-03-24,Mid-Market,active
382,64,2023-09-27,SMB,churned
383,2362,2024-09-23,SMB,active
384,2531,2023-11-27,SMB,active
385,2597,2023-12-26,SMB,active
386,2623,2024-12-08,SMB,active
387,3663,2025-04-10,SMB,active
388,2652,2024-06-12,Mid-Market,active
389,3991,2024-07-21,SMB,active
390,2126,2023-12-18,SMB,active
391,2310,2024-01-20,Mid-Market,active
392,644,2024-06-07,SMB,active
393,2014,2023-06-26,Mid-Market,churned
394,271,2023-11-06,SMB,active
395,2731,2023-03-07,SMB,active
396,1,2023-02-25,Mid-Market,churned
397,2544,2023-05-28,SMB,active
398,3270,2023-08-27,Mid-Market,active
399,2716,2023-11-04,SMB,active
400,1186,2024-06-17,SMB,churned
401,369,2025-02-06,Mid-Market,active
402,407,2023-03-17,Mid-Market,active
403,3749,2023-04-05,SMB,active
404,716,2025-02-08,SMB,active
405,3017,2025-01-23,Enterprise,active
406,2009,2024-05-24,Mid-Market,churned
407,635,2024-07-26,Mid-Market,active
408,3905,2023-09-10,Mid-Market,churned
409,1888,2024-03-12,SMB,active
410,3787,2025-02-16,Mid-Market,active
411,3695,2023-04-27,Enterprise,active
412,3714,2025-01-10,SMB,churned
413,2078,2024-10-16,Mid-Market,active
414,3766,2024-10-23,SMB,active
415,2540,2024-10-11,Mid-Market,active
416,3628,2025-02-27,SMB,active
417,30,2024-06-11,SMB,active
418,2652,2025-02-28,Mid-Market,active
419,2823,2025-04-16,SMB,active
420,1171,2023-04-24,SMB,active
421,1626,2024-06-21,SMB,active
422,3328,2025-02-24,SMB,active
423,3847,2025-01-24,SMB,churned
424,2993,2023-02-24,SMB,churned
425,452,2023-08-10,SMB,active
426,2534,2024-02-20,SMB,active
427,1399,2025-04-12,SMB,active
428,2311,2025-01-23,SMB,active
429,342,2023-03-22,Mid-Market,active
430,3324,2024-06-28,Mid-Market,active
431,1742,2025-04-17,SMB,active
432,151,2024-08-02,SMB,active
433,1086,2024-11-08,SMB,active
434,396,2025-01-08,Mid-Market,churned
435,579,2025-01-21,SMB,active
436,2051,2023-12-13,SMB,active
437,2746,2024-12-21,Mid-Market,active
438,1988,2023-03-22,Mid-Market,active
439,1662,2025-01-14,Mid-Market,churned
440,1061,2024-07-10,SMB,active
441,2133,2024-01-10,SMB,active
442,538,2024-08-24,Mid-Market,churned
443,3148,2024-08-26,SMB,active
444,1980,2024-09-01,Mid-Market,active
445,3881,2024-05-11,SMB,active
446,2587,2023-02-02,Enterprise,churned
447,3169,2023-03-12,SMB,active
448,2618,2023-03-26,SMB,churned
449,3097,2024-08-29,SMB,active
450,2412,2025-01-14,Mid-Market,churned
451,2899,2025-02-02,Enterprise,churned
452,2750,2024-12-29,SMB,active
453,1297,2023-07-06,SMB,active
454,3862,2024-10-11,SMB,active
455,3349,2025-02-22,SMB,active
456,4,2024-04-28,SMB,churned
457,3293,2024-07-12,SMB,active
458,883,2023-02-14,SMB,churned
459,2962,2025-01-15,SMB,active
460,451,2023-12-12,SMB,active
461,1360,2023-10-22,Mid-Market,active
462,1792,2024-03-15,SMB,active
463,440,2024-03-19,SMB,active
464,1689,2024-03-10,SMB,active
465,2892,2024-01-12,Mid-Market,churned
466,1753,2024-11-02,SMB,churned
467,253,2023-04-22,Mid-Market,active
468,2403,2024-05-12,SMB,active
469,1692,2025-02-23,SMB,active
470,1799,2025-01-08,Mid-Market,churned
471,1787,2024-11-18,Enterprise,active
472,3430,2023-04-24,SMB,active
473,1740,2023-02-16,SMB,active
474,2068,2023-05-18,SMB,active
475,2691,2023-04-16,Mid-Market,active
476,1904,2023-11-13,SMB,active
477,3438,2023-12-31,SMB,active
478,617,2025-04-13,Mid-Market,active
479,3411,2023-02-01,SMB,active
480,3015,2024-05-07,SMB,active
481,856,2023-06-03,SMB,active
482,3859,2024-10-07,SMB,active
483,1432,2025-02-02,Mid-Market,active
484,118,2025-04-08,SMB,active
485,2045,2025-03-03,SMB,active
486,3794,2024-01-28,SMB,active
487,2972,2025-04-12,Mid-Market,active
488,2105,2025-02-26,SMB,active
489,59,2024-08-29,Enterprise,active
490,2609,2024-10-20,Mid-Market,churned
491,1668,2023-02-15,SMB,active
492,3199,2024-05-08,Enterprise,active
493,1909,2025-03-03,SMB,active
494,1707,2024-04-20,Mid-Market,active
495,2999,2024-10-27,Mid-Market,active
496,825,2025-04-04,SMB,active
497,3386,2024-12-16,Mid-Market,active
498,38,2024-05-15,SMB,churned
499,1789,2025-01-10,SMB,active
500,46,2023-02-05,Mid-Market,active
501,3896,2024-08-21,Mid-Market,churned
502,101,2024-12-12,SMB,active
503,3175,2024-03-29,Mid-Market,active
504,2450,2023-05-07,SMB,active
505,1108,2023-10-13,Enterprise,active
506,3874,2023-02-27,SMB,active
507,3920,2023-01-31,Mid-Market,active
508,1320,2023-04-16,SMB,active
509,1296,2024-09-02,SMB,active
510,899,2023-05-11,Enterprise,active
511,2221,2023-10-14,Enterprise,active
512,3970,2025-02-22,SMB,active
513,1373,2024-06-17,Mid-Market,active
514,2400,2023-05-01,SMB,active
515,728,2024-08-09,Mid-Market,active
516,3557,2024-01-24,Mid-Market,active
517,297,2023-03-17,SMB,active
518,2610,2024-09-07,SMB,churned
519,2149,2024-03-08,Mid-Market,churned
520,1860,2024-07-07,SMB,active
521,3184,2023-12-17,Mid-Market,active
522,1864,2023-05-27,SMB,active
523,1925,2025-02-28,Mid-Market,active
524,1673,2024-06-21,Mid-Market,active
525,3922,2025-02-26,SMB,active
526,525,2025-01-26,SMB,active
527,3104,2023-03-08,SMB,active
528,1928,2023-03-27,Enterprise,active
529,1258,2023-12-05,SMB,active
530,181,2025-03-02,Mid-Market,active
531,211,2024-07-12,Enterprise,churned
532,447,2024-04-24,Mid-Market,churned
533,2021,2023-12-10,Mid-Market,active
534,1771,2024-09-28,SMB,churned
535,3926,2023-10-06,Mid-Market,active
536,1748,2023-11-18,SMB,active
537,22,2024-07-01,SMB,active
538,2200,2024-09-26,SMB,active
539,3546,2025-03-21,SMB,churned
540,2334,2024-09-27,SMB,active
541,2563,2023-05-03,SMB,churned
542,826,2024-05-27,Mid-Market,active
543,2751,2023-01-06,Mid-Market,active
544,669,2025-04-18,SMB,active
545,1943,2024-05-16,SMB,churned
546,2492,2024-11-04,SMB,active
547,2676,2023-10-14,SMB,active
548,2773,2025-03-09,Mid-Market,churned
549,561,2024-03-11,SMB,active
550,3051,2025-02-13,SMB,active
551,2034,2024-11-27,SMB,active
552,32,2024-02-16,Mid-Market,active
553,2227,2025-02-23,Mid-Market,active
554,2796,2024-05-11,SMB,active
555,1415,2024-05-23,Mid-Market,active
556,207,2023-07-17,Mid-Market,active
557,516,2024-12-03,Mid-Market,active
558,2093,2024-10-05,Enterprise,active
559,53,2024-10-13,SMB,active
560,3675,2024-02-22,Mid-Market,active
561,1252,2025-02-17,Mid-Market,churned
562,1270,2024-12-23,SMB,churned
563,132,2024-02-22,SMB,active
564,907,2024-08-06,SMB,churned
565,969,2024-01-30,Enterprise,active
566,3100,2024-01-08,SMB,churned
567,3403,2024-02-08,SMB,churned
568,1107,2024-04-30,SMB,active
569,2195,2024-04-25,Mid-Market,active
570,966,2025-02-09,SMB,churned
571,185,2023-09-23,SMB,active
572,3960,2023-12-10,SMB,active
573,1555,2025-01-23,SMB,active
574,3317,2023-01-20,SMB,active
575,53,2024-07-21,SMB,active
576,674,2024-02-26,Enterprise,active
577,690,2024-08-16,Mid-Market,active
578,1913,2023-11-07,SMB,active
579,987,2023-03-29,SMB,active
580,2496,2023-12-23,Mid-Market,churned
581,3089,2025-01-23,SMB,active
582,1174,2023-02-22,Mid-Market,active
583,2544,2023-02-27,SMB,active
584,696,2023-03-28,Mid-Market,active
585,1925,2025-03-27,Mid-Market,active
586,3979,2025-01-11,Mid-Market,active
587,3196,2024-01-27,Mid-Market,active
588,3952,2023-02-03,SMB,active
589,582,2023-02-19,SMB,active
590,1946,2025-02-18,SMB,active
591,1533,2024-12-13,Mid-Market,active
592,3489,2025-01-08,SMB,churned
593,1404,2025-02-18,SMB,churned
594,2230,2025-03-16,SMB,active
595,2915,2024-03-13,SMB,active
596,242,2025-01-27,SMB,active
597,2892,2024-01-28,Mid-Market,active
598,2785,2025-02-21,Mid-Market,active
599,3697,2025-02-14,SMB,active
600,3945,2023-01-24,Mid-Market,active
601,1146,2024-09-03,Mid-Market,active
602,2595,2025-01-16,SMB,active
603,715,2025-01-10,Mid-Market,churned
604,2446,2023-10-13,SMB,active
605,2712,2024-09-09,SMB,active
606,2690,2024-08-27,SMB,active
607,2790,2024-11-04,Mid-Market,active
608,92,2025-01-29,SMB,active
609,1996,2025-01-03,Mid-Market,active
610,3585,2025-03-26,SMB,active
611,937,2024-04-02,SMB,active
612,2381,2025-01-04,SMB,active
613,1806,2023-08-11,SMB,active
614,1346,2025-04-24,SMB,churned
615,504,2024-08-14,SMB,churned
616,149,2024-12-14,Mid-Market,active
617,3536,2025-02-01,SMB,active
618,790,2023-11-14,SMB,active
619,3035,2025-04-06,SMB,active
620,2343,2024-03-23,SMB,active
621,1772,2025-03-12,SMB,churned
622,2253,2023-04-24,SMB,active
623,2099,2023-02-05,SMB,active
624,760,2024-08-09,SMB,active
625,3799,2025-02-14,SMB,churned
626,2001,2024-08-07,SMB,active
627,812,2023-12-23,Mid-Market,active
628,2420,2025-01-23,Enterprise,active
629,3822,2024-01-25,SMB,active
630,1787,2024-08-30,Enterprise,active
631,2046,2025-02-15,SMB,active
632,341,2024-09-23,Enterprise,churned
633,3724,2023-04-27,Enterprise,active
634,1649,2025-01-07,SMB,active
635,1062,2024-08-28,Enterprise,churned
636,812,2023-10-22,Mid-Market,active
637,2477,2025-01-09,Mid-Market,active
638,3982,2023-02-04,SMB,active
639,3640,2025-03-30,SMB,active
640,2734,2023-12-25,SMB,active
641,789,2023-09-18,Mid-Market,active
642,779,2023-01-12,Enterprise,active
643,2213,2023-04-05,SMB,active
644,2888,2024-05-17,SMB,churned
645,2691,2023-06-16,Mid-Market,active
646,3057,2023-12-18,Mid-Market,active
647,1444,2023-03-12,SMB,active
648,3204,2025-02-12,Mid-Market,active
649,2761,2025-03-18,Mid-Market,active
650,3977,2024-03-18,SMB,active
651,1716,2025-01-04,SMB,active
652,1538,2025-01-08,SMB,active
653,3142,2025-02-05,SMB,active
654,814,2025-04-03,SMB,active
655,1099,2024-06-30,SMB,active
656,2668,2025-02-05,SMB,churned
657,513,2023-07-03,SMB,active
658,820,2023-12-06,SMB,churned
659,136,2024-03-10,SMB,active
660,3838,2023-11-08,SMB,active
661,2754,2023-02-19,Mid-Market,churned
662,3349,2025-01-06,SMB,churned
663,3666,2023-11-14,SMB,churned
664,226,2024-02-27,SMB,active
665,1404,2025-02-06,SMB,active
666,126,2023-12-18,SMB,active
667,1497,2024-08-02,SMB,active
668,3620,2024-12-02,SMB,active
669,1530,2025-02-04,SMB,active
670,1702,2025-02-21,Mid-Market,active
671,790,2024-05-06,SMB,active
672,325,2025-02-15,SMB,active
673,1607,2023-05-08,SMB,active
674,2552,2023-08-18,SMB,active
675,835,2024-01-25,SMB,active
676,2521,2023-03-31,SMB,active
677,389,2024-01-24,SMB,active
678,1662,2025-02-24,Mid-Market,active
679,641,2025-04-11,Mid-Market,active
680,2649,2024-12-29,SMB,churned
681,1399,2025-02-19,SMB,active
682,2507,2023-11-01,Mid-Market,active
683,921,2024-01-12,Enterprise,active
684,2736,2024-08-28,SMB,churned
685,2360,2024-12-18,SMB,active
686,1121,2023-01-17,SMB,active
687,1665,2024-08-15,SMB,active
688,3659,2024-11-10,Mid-Market,active
689,2959,2025-01-24,SMB,active
690,1222,2024-07-28,SMB,churned
691,2723,2025-02-15,SMB,active
692,1252,2025-03-04,Mid-Market,active
693,2902,2025-03-16,SMB,active
694,3947,2024-06-18,SMB,active
695,1388,2025-04-01,Mid-Market,active
696,2381,2025-01-26,SMB,active
697,1908,2023-08-10,SMB,active
698,2902,2025-04-09,SMB,active
699,207,2023-08-11,Mid-Market,active
700,1894,2023-01-21,SMB,churned
701,909,2023-04-28,Mid-Market,active
702,3266,2024-12-29,SMB,active
703,4,2023-12-19,SMB,active
704,2551,2024-06-27,Mid-Market,churned
705,3574,2024-02-23,Mid-Market,active
706,552,2025-02-17,SMB,active
707,163,2024-10-20,Enterprise,active
708,3179,2024-10-16,Mid-Market,churned
709,828,2024-10-20,SMB,active
710,2423,2025-03-29,Mid-Market,active
711,2444,2025-02-03,SMB,active
712,654,2025-04-15,Mid-Market,active
713,169,2024-07-28,SMB,active
714,1729,2023-05-21,Mid-Market,active
715,200,2024-09-23,SMB,active
716,250,2024-11-21,Mid-Market,active
717,3901,2023-11-15,SMB,active
718,2402,2023-07-17,SMB,active
719,2753,2023-12-20,SMB,churned
720,1599,2024-06-17,Mid-Market,churned
721,1459,2024-01-04,SMB,active
722,1976,2025-01-19,SMB,active
723,3291,2023-06-13,SMB,active
724,1150,2024-05-04,SMB,active
725,3337,2025-03-08,SMB,active
726,2298,2023-11-16,SMB,active
727,1146,2024-11-27,Mid-Market,active
728,4,2024-03-24,SMB,active
729,1080,2023-10-24,SMB,active
730,2800,2025-03-14,SMB,active
731,327,2024-04-25,Mid-Market,active
732,635,2023-08-09,Mid-Market,active
733,379,2025-01-21,SMB,active
734,1653,2024-09-13,SMB,active
735,2891,2025-02-07,SMB,active
736,1294,2024-01-02,SMB,active
